Name,Energy (kcal),Protein,Carbohydrate,Fiber,Fat,Cholesterol,has_protein,has_carbs,has_fiber,has_cholesterol
"Bagel, wheat, with fruit and nuts",263,9.52,50.78,4.4,2.77,0,Low,Medium,Medium,Low
"Bagel, wheat bran",250,10.2,48.89,4.1,1.53,0,Low,Medium,Medium,Low
"Muffin, English, wheat bran",223,8.7,44.8,4.6,2,0,Low,Medium,Medium,Low
"Muffin, English, wheat bran, with raisins",231,8.16,48.25,4.6,1.82,0,Low,Medium,Medium,Low
"Muffin, English, wheat or cracked wheat",223,8.7,44.8,4.6,2,0,Low,Medium,Medium,Low
"Muffin, English, whole wheat",223,8.7,44.8,4.6,2,0,Low,Medium,Medium,Low
"Muffin, English, wheat or cracked wheat, with raisins",230,8.21,47.94,4.6,1.84,0,Low,Medium,Medium,Low
"Muffin, English, whole wheat, with raisins",230,8.21,47.94,4.6,1.84,0,Low,Medium,Medium,Low
"Muffin, English, whole grain white",223,8.7,44.8,4.6,2,0,Low,Medium,Medium,Low
"Breadsticks, hard, whole wheat",425,15.08,67.9,7.1,10.98,0,Medium,High,High,Low
"Roll, wheat or cracked wheat",273,8.6,46,3.8,6.3,0,Low,Medium,Medium,Low
"Roll, wheat or cracked wheat, hot dog bun",269,11.69,47.31,4.2,3.61,0,Low,Medium,Medium,Low
"Roll, wheat or cracked wheat, hamburger bun",269,11.69,47.31,4.2,3.61,0,Low,Medium,Medium,Low
"Roll, whole wheat",273,8.6,46,3.8,6.3,0,Low,Medium,Medium,Low
"Roll, whole wheat, hot dog bun",269,12.38,44.93,6.1,4.38,0,Low,Medium,High,Low
"Roll, whole wheat, hamburger bun",269,12.38,44.93,6.1,4.38,0,Low,Medium,High,Low
"Roll, whole grain white",255,9.3,46.5,2.3,3.49,0,Low,Medium,Low,Low
"Roll, whole grain white, hot dog bun",255,9.3,46.5,2.3,3.49,0,Low,Medium,Low,Low
"Roll, whole grain white, hamburger bun",255,9.3,46.5,2.3,3.49,0,Low,Medium,Low,Low
"Bread, rye",259,8.5,48.3,5.8,3.3,0,Low,Medium,Medium,Low
"Bread, rye, toasted",285,9.34,53.08,6.4,3.63,0,Low,Medium,High,Low
"Bread, marble rye and pumpernickel",259,8.5,48.3,5.8,3.3,0,Low,Medium,Medium,Low
"Bread, marble rye and pumpernickel, toasted",285,9.34,53.08,6.4,3.63,0,Low,Medium,High,Low
"Muffin, English, rye",259,8.5,48.3,5.8,3.3,0,Low,Medium,Medium,Low
"Bread, pumpernickel",250,8.7,47.5,6.5,3.1,0,Low,Medium,High,Low
"Bread, pumpernickel, toasted",275,9.56,52.2,7.1,3.41,0,Low,Medium,High,Low
"Bagel, pumpernickel",250,10.2,48.89,4.1,1.53,0,Low,Medium,Medium,Low
"Muffin, English, pumpernickel",250,8.7,47.5,6.5,3.1,0,Low,Medium,High,Low
"Bread, black",250,8.7,47.5,6.5,3.1,0,Low,Medium,High,Low
"Bread, black, toasted",275,9.56,52.2,7.1,3.41,0,Low,Medium,High,Low
"Roll, rye",259,8.5,48.3,5.8,3.3,0,Low,Medium,Medium,Low
"Roll, pumpernickel",250,8.7,47.5,6.5,3.1,0,Low,Medium,High,Low
"Bread, oatmeal",269,8.4,48.5,4,4.4,0,Low,Medium,Medium,Low
"Bread, oatmeal, toasted",296,9.23,53.3,4.4,4.84,0,Low,Medium,Medium,Low
"Bread, oat bran",299,9.33,53.89,4.4,4.89,0,Low,Medium,Medium,Low
"Bread, oat bran, toasted",296,9.23,53.3,4.4,4.84,0,Low,Medium,Medium,Low
"Bagel, oat bran",250,10.2,48.89,4.1,1.53,0,Low,Medium,Medium,Low
"Roll, oatmeal",269,8.4,48.5,4,4.4,0,Low,Medium,Medium,Low
"Muffin, English, oat bran",269,8.4,48.5,4,4.4,0,Low,Medium,Medium,Low
"Muffin, English, oat bran, with raisins",272,7.89,51.58,4,3.98,0,Low,Medium,Medium,Low
"Bread, multigrain, toasted",291,14.68,47.63,8.1,4.65,0,Low,Medium,High,Low
"Bread, multigrain",265,13.36,43.34,7.4,4.23,0,Low,Medium,High,Low
"Bread, multigrain, with raisins",268,12.35,46.94,7.1,3.83,0,Low,Medium,High,Low
"Bread, multigrain, with raisins, toasted",295,13.58,51.58,7.8,4.21,0,Low,Medium,High,Low
"Bread, multigrain, reduced calorie and/or high fiber",207,8.91,44.91,10.7,2.55,0,Low,Medium,High,Low
"Bread, multigrain, reduced calorie and/or high fiber, toasted",228,9.79,49.35,11.8,2.8,0,Low,Medium,High,Low
"Roll, multigrain",263,9.6,44.6,3.8,6,0,Low,Medium,Medium,Low
"Roll, multigrain, hot dog bun",263,9.6,44.6,3.8,6,0,Low,Medium,Medium,Low
"Roll, multigrain, hamburger bun",263,9.6,44.6,3.8,6,0,Low,Medium,Medium,Low
"Bagel, multigrain",250,10.2,48.89,4.1,1.53,0,Low,Medium,Medium,Low
"Bagel, multigrain, with raisins",255,9.51,51.93,4.1,1.4,0,Low,Medium,Medium,Low
"Muffin, English, multigrain",223,8.7,44.8,4.6,2,0,Low,Medium,Medium,Low
"Bread, barley",274,10.67,47.54,4,4.53,0,Low,Medium,Medium,Low
"Bread, barley, toasted",301,11.72,52.24,4.4,4.98,0,Low,Medium,Medium,Low
"Bread, soy",267,16.4,41.95,4.4,3.84,4,Medium,Medium,Medium,Low
"Bread, soy, toasted",293,18.02,46.1,4.8,4.22,5,Medium,Medium,Medium,Low
"Bread, sunflower meal",306,11.16,47.98,2.7,8.23,4,Low,Medium,Low,Low
"Bread, sunflower meal, toasted",336,12.26,52.73,2.9,9.05,4,Low,Medium,Low,Low
"Bread, rice",248,4.31,45.78,4.3,5.24,0,Low,Medium,Medium,Low
"Bread, rice, toasted",273,4.74,50.31,4.7,5.76,0,Low,Medium,Medium,Low
"Injera, Ethiopian bread",93,2.55,19.39,2.8,0.68,0,Low,Low,Low,Low
"Bread, gluten free",248,4.31,45.78,4.3,5.24,0,Low,Medium,Medium,Low
"Bread, gluten free, toasted",273,4.74,50.31,4.7,5.76,0,Low,Medium,Medium,Low
"Breadsticks, hard, gluten free",453,11.25,66.3,10.2,15.84,0,Low,High,High,Low
"Roll, gluten free",239,3.34,50.47,5.1,2.65,0,Low,Medium,Medium,Low
"Biscuit, NFS",370,7.08,42.82,2.5,18.92,2,Low,Medium,Low,Low
"Biscuit, from refrigerated dough",324,6.79,49.05,2.8,11.22,0,Low,Medium,Low,Low
"Biscuit, from fast food / restaurant",370,7.08,42.82,2.5,18.92,2,Low,Medium,Low,Low
"Biscuit, home recipe",350,7.03,44.89,1.4,15.97,44,Low,Medium,Low,Medium
"Biscuit, wheat",362,7.5,43.9,4.5,18.19,2,Low,Medium,Medium,Low
"Biscuit, cheese",374,8.7,38.78,2.2,20.43,12,Low,Medium,Low,Low
Biscuit with fruit,363,6.7,46.47,2.7,17.05,2,Low,Medium,Low,Low
Scone,382,6.67,48.07,1.2,18.35,74,Low,Medium,Low,Medium
"Scone, with fruit",374,6.33,51.2,1.5,16.54,66,Low,Medium,Low,Medium
"Cornbread, prepared from mix",330,6.59,54.46,2.3,9.58,57,Low,Medium,Low,Medium
"Cornbread, made from home recipe",287,6.55,42.87,1.5,9.8,39,Low,Medium,Low,Medium
Cornbread stuffing,179,2.9,21.9,2.9,8.8,0,Low,Medium,Low,Low
"Cornbread muffin, stick, round",305,5.9,51,3.4,8.4,26,Low,Medium,Medium,Medium
"Cornbread muffin, stick, round, made from home recipe",307,7.02,45.94,1.6,10.51,42,Low,Medium,Low,Medium
"Corn flour patty or tart, fried",218,3.98,41.18,3,4.64,0,Low,Medium,Medium,Low
"Corn pone, baked",214,3.5,39.68,1.9,4.31,0,Low,Medium,Low,Low
"Corn pone, fried",254,3.34,37.79,1.8,9.78,0,Low,Medium,Low,Low
"Gordita/sope shell, plain, no filling",260,3.85,37.2,2.9,11.19,0,Low,Medium,Low,Low
Hush puppy,296,6.16,40.21,2.9,13.25,0,Low,Medium,Low,Low
Johnnycake,277,7.98,43.82,1.8,7.46,71,Low,Medium,Low,Medium
Spoonbread,166,6.68,18.55,0.7,7.06,86,Low,Low,Low,Medium
"Tortilla, NFS",262,6.95,47.01,4.9,5.42,0,Low,Medium,Medium,Low
"Tortilla, corn",218,5.7,44.64,6.3,2.85,0,Low,Medium,High,Low
"Tortilla, flour",306,8.2,49.38,3.5,7.99,0,Low,Medium,Medium,Low
"Tortilla, whole wheat",310,9.76,45.89,9.8,9.76,0,Low,Medium,High,Low
"Taco shell, corn",476,6.41,63.49,6.7,21.79,0,Low,High,High,Low
"Taco shell, flour",511,8.83,53.2,3.8,29.07,0,Low,Medium,Medium,Low
Arepa Dominicana,267,5.66,30.47,2.4,14,53,Low,Medium,Low,Medium
"Muffin, NFS",375,4.49,53,1.1,16.07,30,Low,Medium,Low,Medium
"Muffin, fruit",375,4.49,53,1.1,16.07,30,Low,Medium,Low,Medium
"Muffin, fruit, low fat",255,4.23,50.05,4.2,4.22,28,Low,Medium,Medium,Medium
"Muffin, chocolate chip",402,5.77,55.4,1.8,19.04,45,Low,Medium,Low,Medium
"Muffin, chocolate",395,6.54,50.94,1.9,18.75,51,Low,Medium,Low,Medium
"Muffin, whole wheat",372,7.8,44.01,3.5,18.44,59,Low,Medium,Medium,Medium
"Muffin, wheat",372,6.92,45.7,1.8,18.03,59,Low,Medium,Low,Medium
"Muffin, whole grain",372,6.92,45.7,1.8,18.03,59,Low,Medium,Low,Medium
"Muffin, wheat bran",208,6.26,38.67,2.2,5.01,29,Low,Medium,Low,Medium
"Muffin, bran with fruit, lowfat",179,5.42,39.99,2.7,1.5,14,Low,Medium,Low,Low
"Muffin, oatmeal",370,6.43,43.94,1.5,18.92,61,Low,Medium,Low,Medium
"Muffin, oat bran",270,7,48.3,4.6,7.4,0,Low,Medium,Medium,Low
"Muffin, plain",374,5.93,52.02,0.8,16.21,53,Low,Medium,Low,Medium
"Muffin, cheese",367,9.72,30.51,1,23,74,Low,Medium,Low,Medium
"Muffin, pumpkin",305,4.97,43.21,1.4,12.93,42,Low,Medium,Low,Medium
"Muffin, zucchini",306,5.05,42.64,0.9,13.14,43,Low,Medium,Low,Medium
"Muffin, carrot",314,5.01,44.42,1.4,13.21,43,Low,Medium,Low,Medium
Popover,268,11.05,35.28,1.1,9.2,150,Low,Medium,Low,High
"Bread, Boston Brown",274,10.67,47.54,4,4.53,0,Low,Medium,Medium,Low
"Bread, nut",403,6.59,49.66,1.2,20.1,50,Low,Medium,Low,Medium
"Bread, pumpkin",305,4.97,43.21,1.4,12.93,42,Low,Medium,Low,Medium
"Bread, fruit",374,6.01,47.34,1.2,18.1,45,Low,Medium,Low,Medium
"Bread, zucchini",306,5.05,42.64,0.9,13.14,43,Low,Medium,Low,Medium
"Bread, Irish soda",301,6.48,51.07,2.3,8.96,54,Low,Medium,Low,Medium
"Cake or cupcake, NFS",352,2.84,53.6,1,14.77,43,Low,Medium,Low,Medium
"Cake, angel food",257,6.1,58.7,0.2,0.3,0,Low,Medium,Low,Low
"Cake or cupcake, apple",376,2.41,52.52,0.9,17.5,47,Low,Medium,Low,Medium
"Cake or cupcake, banana",379,2.47,53.07,1,17.51,47,Low,Medium,Low,Medium
"Cake or cupcake, Black Forest",228,3.49,31.32,1.7,10.66,55,Low,Medium,Low,Medium
"Cake, Boston cream pie",252,2.4,42.9,1.4,8.5,37,Low,Medium,Low,Medium
"Cake or cupcake, carrot",374,2.49,51.8,1.1,17.52,47,Low,Medium,Low,Medium
"Cake or cupcake, coconut",368,2.5,54.52,1.3,15.68,39,Low,Medium,Low,Medium
"Cheesecake, plain",399,5.29,34.82,0.5,26.52,114,Low,Medium,Low,High
"Cheesecake, fruit",387,4.8,38.23,0.6,23.88,103,Low,Medium,Low,High
"Cheesecake, chocolate",394,5.72,35.52,1.6,26.14,111,Low,Medium,Low,High
"Cake or cupcake, chocolate with white icing, bakery",355,2.79,54.36,1.2,14.58,43,Low,Medium,Low,Medium
"Cake or cupcake, chocolate with white icing, from mix",349,3.05,53.13,1.4,14.43,47,Low,Medium,Low,Medium
"Cake or cupcake, chocolate with chocolate icing, bakery",345,3.29,52.25,1.6,15.2,43,Low,Medium,Low,Medium
"Cake or cupcake, chocolate with chocolate icing, from mix",341,3.49,51.25,1.7,14.98,47,Low,Medium,Low,Medium
"Cake or cupcake, chocolate, no icing",303,5.08,43.28,2.3,13.24,79,Low,Medium,Low,Medium
"Cake or cupcake, German chocolate",360,3.7,49.94,2.4,17.6,43,Low,Medium,Low,Medium
"Cake or cupcake, gluten free",410,4.87,37.93,2.4,29.42,141,Low,Medium,Low,High
"Cake, chocolate, flourless",410,4.87,37.93,2.4,29.42,141,Low,Medium,Low,High
"Cake, cream",286,3.84,30.02,0.4,17.03,77,Low,Medium,Low,Medium
"Snack cake, chocolate",399,3.63,60.31,3.2,15.93,0,Low,High,Medium,Low
"Snack cake, white",374,3.47,64.03,1,11.54,41,Low,High,Low,Medium
"Cake, fruit cake",324,2.9,61.6,3.7,9.1,5,Low,High,Medium,Low
"Cake or cupcake, gingerbread",276,3.64,45.34,1,9.16,32,Low,Medium,Low,Medium
Ice cream cake,283,2.95,39.28,0.5,12.67,44,Low,Medium,Low,Medium
"Cake, jelly roll",285,3.14,64.54,0.8,1.52,56,Low,High,Low,Medium
"Cake or cupcake, lemon",339,2.42,51.9,0.4,13.53,43,Low,Medium,Low,Medium
"Cake or cupcake, marble",347,3.07,52.57,1.2,15.06,43,Low,Medium,Low,Medium
"Cake or cupcake, peanut butter",382,6.12,47.52,2,19.85,43,Low,Medium,Low,Medium
"Cake, pound",353,5,53.64,0.6,13.96,66,Low,Medium,Low,Medium
"Cake or cupcake, pumpkin",373,2.5,51.58,1.1,17.51,47,Low,Medium,Low,Medium
"Cake or cupcake, red velvet",355,2.79,54.36,1.2,14.58,43,Low,Medium,Low,Medium
"Cake or cupcake, spice",410,2.66,56.41,0.9,19.43,52,Low,Medium,Low,Medium
"Cake, sponge",290,5.4,61,0.5,2.7,102,Low,High,Low,High
"Cake or cupcake, strawberry",326,2.22,50.25,0.5,12.89,39,Low,Medium,Low,Medium
"Cake, torte",241,3.28,33.86,0.9,10.36,58,Low,Medium,Low,Medium
"Cake, tres leche",270,6.39,42,0.3,8.67,81,Low,Medium,Low,Medium
"Cake, pineapple, upside down",273,2.38,39.11,0.7,12.18,56,Low,Medium,Low,Medium
"Cake or cupcake, white with white icing, bakery",359,2.4,54.95,0.4,14.33,43,Low,Medium,Low,Medium
"Cake or cupcake, white with white icing, from mix",353,2.62,53.78,0.4,14.16,47,Low,Medium,Low,Medium
"Cake or cupcake, white with chocolate icing, bakery",349,2.9,52.84,0.8,14.95,43,Low,Medium,Low,Medium
"Cake or cupcake, white with chocolate icing, from mix",345,3.06,51.9,0.7,14.71,47,Low,Medium,Low,Medium
"Cake or cupcake, white, no icing",310,4.36,44.36,0.6,12.78,79,Low,Medium,Low,Medium
"Cake, strawberry shortcake",214,3.31,40.09,0.9,4.73,62,Low,Medium,Low,Medium
"Cake or cupcake, zucchini",371,2.52,51.08,0.9,17.52,47,Low,Medium,Low,Medium
"Cookie, batter or dough, raw",435,4.97,54.47,0.9,22.45,47,Low,Medium,Low,Medium
"Cookie, NFS",492,5.1,65.36,2,24.72,0,Low,High,Low,Low
"Cookie, almond",514,5.37,63.78,1.3,26.22,0,Low,High,Low,Low
"Cookie, applesauce",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, biscotti",373,7.63,66.99,1.4,8.38,46,Low,High,Low,Medium
"Cookie, brownie, NS as to icing",405,4.8,63.9,2.1,16.3,17,Low,High,Low,Low
"Cookie, brownie, without icing",405,4.8,63.9,2.1,16.3,17,Low,High,Low,Low
"Cookie, brownie, with icing or filling",401,2.94,63.55,1.5,16.95,8,Low,High,Low,Low
"Cookie, brownie, reduced fat, NS as to icing",345,2.77,61.58,11.1,9.68,0,Low,High,High,Low
"Cookie, butterscotch, brownie",405,4.8,63.9,2.1,16.3,17,Low,High,Low,Low
"Cookie, bar, with chocolate",492,5.1,65.36,2,24.72,0,Low,High,Low,Low
"Cookie, chocolate chip",492,5.1,65.36,2,24.72,0,Low,High,Low,Low
"Cookie, chocolate chip, made from home recipe or purchased at a bakery",505,5.83,59.24,2.5,28.96,64,Low,Medium,Low,Medium
"Cookie, chocolate chip, reduced fat",451,5.97,67.49,3,17.91,0,Low,High,Medium,Low
"Cookie, chocolate chip sandwich",425,2.94,63.52,0,17.65,0,Low,High,Low,Low
"Cookie, chocolate, made with rice cereal",440,3.23,63.26,1.6,19.35,0,Low,High,Low,Low
"Cookie, chocolate, made with oatmeal and coconut, no bake",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, chocolate or fudge",433,6.6,72.7,3.4,14.2,2,Low,High,Medium,Low
"Cookie, marshmallow, chocolate-covered",421,4,67.7,2,16.9,0,Low,High,Low,Low
"Cookie, marshmallow pie, chocolate covered",421,4,67.7,2,16.9,0,Low,High,Low,Low
"Cookie, chocolate, with icing or coating",507,4.5,67.87,2.3,24.2,0,Low,High,Low,Low
"Cookie, sugar wafer, chocolate-covered",526,3.45,65.99,3.4,27.59,0,Low,High,Medium,Low
"Cookie, chocolate sandwich",464,5.21,71,2.9,19.14,0,Low,High,Low,Low
"Cookie, chocolate sandwich, reduced fat",436,2.94,76.17,2.9,13.24,0,Low,High,Low,Low
"Cookie, chocolate, sandwich, with extra filling",497,4.33,68.2,2.7,24.52,0,Low,High,Low,Low
"Cookie, chocolate and vanilla sandwich",464,5.21,71,2.9,19.14,0,Low,High,Low,Low
"Cookie, chocolate wafer",433,6.6,72.7,3.4,14.2,2,Low,High,Medium,Low
"Cookie, graham cracker with chocolate and marshmallow",465,6.36,68.97,2.8,18.57,12,Low,High,Low,Low
"Cookie bar, with chocolate, nuts, and graham crackers",492,5.1,65.36,2,24.72,0,Low,High,Low,Low
"Cookie, coconut",460,3.02,61.22,5.1,22.55,0,Low,High,Medium,Low
"Cookie, fruit-filled bar",348,3.7,70.9,4.6,7.3,0,Low,High,Medium,Low
"Cookie, fig bar",348,3.7,70.9,4.6,7.3,0,Low,High,Medium,Low
"Cookie, fortune",378,4.2,84,1.6,2.7,2,Low,High,Low,Low
"Cookie, cone shell, ice cream type, wafer or cake",417,8.1,79,3,6.9,0,Low,High,Medium,Low
"Cookie, gingersnaps",416,5.6,76.9,2.2,9.8,0,Low,High,Low,Low
"Cookie, granola",464,9.8,66.7,3.1,17.6,0,Low,High,Medium,Low
"Cookie, ladyfinger",365,10.6,59.7,1,9.1,221,Low,Medium,Low,High
"Cookie, lemon bar",437,5.13,62.65,0.8,18.94,75,Low,High,Low,Medium
"Cookie, macaroon",460,3.02,61.22,5.1,22.55,0,Low,High,Medium,Low
"Cookie, marshmallow, with coconut",421,4,67.7,2,16.9,0,Low,High,Low,Low
"Cookie, marshmallow, with rice cereal, no bake",417,3.4,80.5,0,9,0,Low,High,Low,Low
"Cookie, marshmallow, with rice cereal and chocolate chips",435,4.55,63.26,0,18.18,0,Low,High,Low,Low
"Cookie, marshmallow and peanut butter, with oat cereal, no bake",417,3.4,80.5,0,9,0,Low,High,Low,Low
"Cookie, meringue",350,5.66,81.3,0,0.26,0,Low,High,Low,Low
"Cookie, molasses",430,5.6,73.8,1,12.8,0,Low,High,Low,Low
"Cookie, Lebkuchen",430,5.6,73.8,1,12.8,0,Low,High,Low,Low
"Cookie, multigrain, high fiber",464,9.8,66.7,3.1,17.6,0,Low,High,Medium,Low
"Cookie, oatmeal",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, oatmeal, with raisins",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, oatmeal, reduced fat, NS as to raisins",365,4.02,64.62,16.1,10.04,20,Low,High,High,Medium
"Cookie, oatmeal sandwich, with creme filling",398,2.61,55.62,2.6,18.29,0,Low,Medium,Low,Low
"Cookie, oatmeal, with chocolate chips",457,5.72,67.56,3.5,20.92,0,Low,High,Medium,Low
"Cookie, oatmeal sandwich, with peanut butter and jelly filling",398,2.61,55.62,2.6,18.29,0,Low,Medium,Low,Low
"Cookie, oatmeal, with chocolate and peanut butter, no bake",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, peanut butter",473,8.92,58.15,2.1,23.82,27,Low,Medium,Low,Medium
"Cookie, peanut butter, with chocolate",475,7.8,59.51,3,25.29,21,Low,Medium,Medium,Medium
"Cookie, peanut butter with rice cereal, no bake",417,3.4,80.5,0,9,0,Low,High,Low,Low
"Cookie, peanut butter sandwich",478,8.8,65.6,1.9,21.1,0,Low,High,Low,Low
"Cookie, with peanut butter filling, chocolate-coated",562,8.1,52.9,3.5,35.3,0,Low,Medium,Medium,Low
"Cookie, Pfeffernusse",514,5.37,63.78,1.3,26.22,0,Low,High,Low,Low
"Cookie, Pizzelle",417,8.1,79,3,6.9,0,Low,High,Medium,Low
"Cookie, pumpkin",450,6.2,68.7,2.8,18.1,0,Low,High,Low,Low
"Cookie, raisin",401,4.1,68,1.2,13.6,2,Low,High,Low,Low
"Cookie, raisin sandwich, cream-filled",398,2.61,55.62,2.6,18.29,0,Low,Medium,Low,Low
"Cookie, rum ball, no bake",514,5.37,63.78,1.3,26.22,0,Low,High,Low,Low
"Cookie, sandwich-type, not chocolate or vanilla",483,4.5,72.1,1.5,20,0,Low,High,Low,Low
"Cookie, shortbread",514,5.37,63.78,1.3,26.22,0,Low,High,Low,Low
"Cookie, shortbread, reduced fat",451,5.37,75.99,1.3,14,0,Low,High,Low,Low
"Cookie, shortbread, with icing or filling",515,5.05,62.6,2.1,28.31,0,Low,High,Low,Low
Pocky,447,10,51.08,5,22.5,0,Low,Medium,Medium,Low
"Cookie, animal",446,6.9,74.1,1.1,13.8,0,Low,High,Low,Low
"Cookie, animal, with frosting or icing",509,3,70.09,0.9,24.1,0,Low,High,Low,Low
"Cookie, butter or sugar",464,5.35,67.34,1.3,19.55,12,Low,High,Low,Low
Marie biscuit,406,7.05,70.54,3.5,10.58,0,Low,High,Medium,Low
"Cookie, butter or sugar, with fruit and/or nuts",470,6.52,65.01,1.6,21.11,93,Low,High,Low,Medium
"Cookie, sugar wafer",502,3.84,70.64,1.6,23.24,0,Low,High,Low,Low
"Cookie, toffee bar",492,5.1,65.36,2,24.72,0,Low,High,Low,Low
"Cookie, vanilla sandwich",483,4.5,72.1,1.5,20,0,Low,High,Low,Low
"Cookie, vanilla sandwich, extra filling",497,4.33,68.2,2.7,24.52,0,Low,High,Low,Low
"Cookie, vanilla sandwich, reduced fat",423,4.17,78.16,2.1,10.42,0,Low,High,Low,Low
"Cookie, butter or sugar, with chocolate icing or filling",503,4.1,68.83,1.9,23.5,1,Low,High,Low,Low
"Cookie, butter or sugar, with icing or filling other than chocolate",433,3.38,72.7,0.4,14.93,63,Low,High,Low,Medium
"Cookie, tea, Japanese",378,4.2,84,1.6,2.7,2,Low,High,Low,Low
"Cookie, vanilla wafer",455,4.9,72.6,1.6,16.41,9,Low,High,Low,Low
"Cookie, vanilla wafer, reduced fat",441,5,73.6,1.9,15.2,51,Low,High,Low,Medium
"Cookie, vanilla with caramel, coconut, and chocolate coating",489,3.5,64.1,4.4,25.8,2,Low,High,Medium,Low
"Cookie, rugelach",348,3.7,70.9,4.6,7.3,0,Low,High,Medium,Low
"Cookie, chocolate chip, reduced sugar",450,3.9,73.4,1.6,16.8,0,Low,High,Low,Low
"Cookie, oatmeal, reduced sugar",449,4.8,69.9,2.9,18,0,Low,High,Low,Low
"Cookie, sandwich, reduced sugar",461,4.5,68,4.1,22.1,0,Low,High,Medium,Low
"Cookie, sugar or plain, sugar free",523,10.34,50.52,3.4,31.03,17,Low,Medium,Medium,Low
"Cookie, sugar wafer, sugar free",531,3.57,66.26,14.3,28.57,0,Low,High,High,Low
"Cookie, peanut butter, sugar free",523,10.34,50.52,3.4,31.03,17,Low,Medium,Medium,Low
"Cookie, gluten free",474,2.19,76.03,2.5,17.89,0,Low,High,Low,Low
"Cookies, Puerto Rican style",506,6.32,67.94,1.6,23.2,21,Low,High,Low,Medium
"Pie, NFS",296,2.7,37.55,1.8,15.28,7,Low,Medium,Low,Low
"Tart, all types",316,3,42.6,2.6,16.1,0,Low,Medium,Low,Low
"Pie, apple",296,2.7,37.55,1.8,15.28,7,Low,Medium,Low,Low
"Pie, apple, fast food",316,3,42.6,2.6,16.1,0,Low,Medium,Low,Low
"Pie, berry",306,3.16,39.53,3.6,15.43,7,Low,Medium,Medium,Low
"Pie, blueberry",300,2.82,37.95,2.5,15.52,7,Low,Medium,Low,Low
"Pie, cherry",311,2.95,40.93,1.9,15.3,7,Low,Medium,Low,Low
"Pie, lemon",280,2.41,31.48,0.7,16.16,26,Low,Medium,Low,Medium
"Pie, key lime",322,5.78,42.16,0.3,14.92,39,Low,Medium,Low,Medium
"Pie, peach",296,2.83,37.11,1.9,15.28,7,Low,Medium,Low,Low
"Pie, strawberry",289,2.88,44.22,2.2,11.6,0,Low,Medium,Low,Low
"Pie, banana cream",284,2.42,32.35,0.7,16.17,26,Low,Medium,Low,Medium
"Pie, chocolate cream",291,2.75,32.51,0.7,16.71,26,Low,Medium,Low,Medium
"Pie, coconut cream",297,2.55,31.96,1.1,17.83,26,Low,Medium,Low,Medium
"Pie, custard",210,5.5,20.8,1.6,11.6,33,Low,Medium,Low,Medium
Dessert pizza,204,1.84,32.38,1.7,7.53,3,Low,Medium,Low,Low
"Pie, peanut butter cream",421,5.92,33.09,1.1,30.13,51,Low,Medium,Low,Medium
"Pie, pineapple cream",274,2.36,31.18,0.7,15.57,25,Low,Medium,Low,Medium
"Pie, pumpkin",249,4.76,36.34,1.7,9.78,47,Low,Medium,Low,Medium
"Pie, sweet potato",269,4.96,41.08,1.3,9.75,47,Low,Medium,Low,Medium
"Pie, vanilla cream",286,2.46,32.33,0.7,16.34,26,Low,Medium,Low,Medium
"Pie, lemon meringue",294,4.53,43.69,1.1,11.34,79,Low,Medium,Low,Medium
"Pie, pecan",449,6.02,49.46,1.9,25.25,89,Low,Medium,Low,Medium
"Pie, oatmeal",396,6.14,56.92,2.2,16.02,93,Low,Medium,Low,Medium
Pie shell,508,6.5,56.24,3.3,28.59,0,Low,Medium,Medium,Low
"Pie shell, graham cracker",501,5.1,64.3,1.9,24.83,0,Low,High,Low,Low
"Cobbler, apple",217,2.05,33.56,1.6,8.66,0,Low,Medium,Low,Low
"Cobbler, berry",231,2.66,36.2,4,8.86,0,Low,Medium,Medium,Low
"Cobbler, cherry",237,2.37,38.07,1.8,8.69,0,Low,Medium,Low,Low
"Cobbler, peach",217,2.22,32.98,1.7,8.66,0,Low,Medium,Low,Low
"Crisp, apple",215,2.81,30.18,2.7,9.59,23,Low,Medium,Low,Medium
"Fritter, plain",378,6.56,27.46,0.9,26.93,67,Low,Medium,Low,Medium
"Fritter, fruit",403,6.3,37.29,1.2,25.59,63,Low,Medium,Low,Medium
"Crisp, berry",228,3.41,32.81,5,9.78,23,Low,Medium,Medium,Medium
